id,titel,satz,typ,trainiert_skill,bedarf,belastung,dauer_min,dauer_max,ort,fuer_ablenkung,ist_auffrischung,hitzetauglich,regentauglich,dunkeltauglich,gelenkbelastend,saisonfenster,equipment,zweite_person,min_alter_wochen,max_alter_wochen,eignung,varianzgruppe,sperrfrist_tage,illustration,anleitung,erfolgskriterium,haeufige_fehler,troubleshooting
leckerli_im_schnee,Leckerli im Schnee,Futter leicht im Schnee vergraben.,training,faehrtensuche_mantrailing,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 3, ""sozial"": 0, ""erholung"": 1}",1,5,15,draussen,"[1, 3]",false,false,true,true,false,"[12, 1, 2]",{},false,17,,{},leckerli_im_schnee,7,,"{""Futter leicht im Schnee vergraben"",""Ausbuddeln lassen""}","Er meistert „Leckerli im Schnee"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund findet nichts""}","[{""problem"": ""Hund findet nichts"", ""antwort"": ""Loch etwas offen lassen""}]"
balance_auf_schneehuegel,Balance auf Schneehügel,Festen Schneehaufen suchen.,training,slalom_durch_die_beine,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 1}",2,10,20,draussen,"[1, 3]",false,false,true,false,false,"[12, 1, 2]",{},false,26,,{},balance_auf_schneehuegel,7,,"{""Festen Schneehaufen suchen"",""Hund hochklettern lassen""}","Er meistert „Balance auf Schneehügel"" sicher, auch im zweiten oder dritten Anlauf.","{""Rutschgefahr""}","[{""problem"": ""Rutschgefahr"", ""antwort"": ""Auf festen Tritt achten, keine Eisflächen""}]"
dummy_suche_im_schnee,Dummy-Suche im Schnee,Weißen oder dunklen Dummy werfen.,training,apportieren,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 2, ""erholung"": 0}",2,10,20,draussen,"[1, 3]",false,false,true,true,false,"[12, 1, 2]","{""dummy""}",false,17,,{},dummy_suche_im_schnee,7,,"{""Weißen oder dunklen Dummy werfen"",""Sicht vs. Nase trainieren""}","Er meistert „Dummy-Suche im Schnee"" sicher, auch im zweiten oder dritten Anlauf.","{""Dummy versinkt""}","[{""problem"": ""Dummy versinkt"", ""antwort"": ""Dummy mit Schnur versehen für den Notfall""}]"
fruehlingswiesen_faehrte,Frühlingswiesen-Fährte,Fährte im hohen nassen Gras legen.,training,faehrtensuche_mantrailing,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 3, ""sozial"": 0, ""erholung"": 1}",2,10,20,draussen,"[3, 5]",false,true,true,true,false,"[3, 4, 5]","{""schleppleine""}",false,17,,{},fruehlingswiesen_faehrte,7,,"{""Fährte im hohen nassen Gras legen"",""Spur verfolgen""}","Er meistert „Frühlingswiesen-Fährte"" sicher, auch im zweiten oder dritten Anlauf.","{""Ablenkung durch Wildgeruch""}","[{""problem"": ""Ablenkung durch Wildgeruch"", ""antwort"": ""Schleppleine kurz halten""}]"
balance_auf_umgestuerztem_baum,Balance auf umgestürztem Baum,Totholz im Wald nutzen.,training,slalom_durch_die_beine,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 1}",2,10,20,draussen,"[1, 3]",false,true,true,false,false,"[3, 4, 5]",{},false,26,,{},balance_auf_umgestuerztem_baum,7,,"{""Totholz im Wald nutzen"",""Vorsichtig balancieren lassen""}","Er meistert „Balance auf umgestürztem Baum"" sicher, auch im zweiten oder dritten Anlauf.","{""Holz ist morsch""}","[{""problem"": ""Holz ist morsch"", ""antwort"": ""Vorherige Prüfung durch den Halter zwingend""}]"
bachlauf_erkundung,Bachlauf-Erkundung,Hund im flachen Bachlauf waten lassen.,training,hand_target_touch,"{""koerperlich"": 0, ""kopfarbeit"": 2, ""nase"": 0, ""sozial"": 1, ""erholung"": 1}",1,5,15,draussen,"[1, 3]",false,true,true,true,false,"[3, 4, 5]",{},false,9,,{},bachlauf_erkundung,7,,"{""Hund im flachen Bachlauf waten lassen"",""Steine erkunden""}","Er meistert „Bachlauf-Erkundung"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund hat Angst""}","[{""problem"": ""Hund hat Angst"", ""antwort"": ""Selbst mit Gummistiefeln reingehen""}]"
eisblock_lecken_ruheuebung,Eisblock-Lecken (Ruheübung),Gefrorene Brühe im Napf anbieten.,ruhe,,"{""koerperlich"": 0, ""kopfarbeit"": 0, ""nase"": 0, ""sozial"": 1, ""erholung"": 3}",0,15,30,drinnen,,false,true,true,true,false,"[6, 7, 8]",{},false,8,,{},eisblock_lecken_ruheuebung,0,,"{""Gefrorene Brühe im Napf anbieten"",""Hund im Schatten lecken lassen""}","Er meistert „Eisblock-Lecken (Ruheübung)"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund schluckt grosse Eisstücke""}","[{""problem"": ""Hund schluckt grosse Eisstücke"", ""antwort"": ""Napf festhalten""}]"
schwimmen_im_see,Schwimmen im See,Hund ins tiefe Wasser locken.,training,sprung_ueber_hindernis,"{""koerperlich"": 3, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 0}",1,5,15,draussen,"[1, 3]",false,true,true,false,false,"[6, 7, 8]",{},false,52,,{},schwimmen_im_see,7,,"{""Hund ins tiefe Wasser locken"",""Ruhiges Schwimmen""}","Er meistert „Schwimmen im See"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund schluckt zu viel Wasser (Wasservergiftung!)""}","[{""problem"": ""Hund schluckt zu viel Wasser (Wasservergiftung!)"", ""antwort"": ""Pausen erzwingen""}]"
wasserapport,Wasserapport,Schwimmdummy ins Wasser werfen.,training,apportieren,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 2, ""erholung"": 0}",2,10,20,egal,"[1, 3]",false,true,true,true,false,"[6, 7, 8]","{""dummy""}",false,17,,{},wasserapport,7,,"{""Schwimmdummy ins Wasser werfen"",""Apportieren lassen""}","Er meistert „Wasserapport"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund schüttelt sich mit Dummy""}","[{""problem"": ""Hund schüttelt sich mit Dummy"", ""antwort"": ""Dummy erst abnehmen, dann schütteln lassen""}]"
sup_mit_hund_stand_up_paddling,SUP mit Hund (Stand Up Paddling),Hund an Board gewöhnen.,training,slalom_durch_die_beine,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 1}",1,5,15,egal,"[1, 3]",false,true,true,false,false,"[6, 7, 8]","{""sup_board"",""schwimmweste""}",false,26,,{},sup_mit_hund_stand_up_paddling,7,,"{""Hund an Board gewöhnen"",""Gemeinsam paddeln"",""Schwimmweste für Hund!""}","Er meistert „SUP mit Hund (Stand Up Paddling)"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund springt unkontrolliert ab""}","[{""problem"": ""Hund springt unkontrolliert ab"", ""antwort"": ""Vorher Trockentraining an Land""}]"
planschbecken_leckerlisuche,Planschbecken-Leckerlisuche,Sinkende Leckerlis (z.B. Möhre) ins Wasser werfen.,training,faehrtensuche_mantrailing,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 3, ""sozial"": 0, ""erholung"": 1}",1,5,15,egal,"[1, 3]",false,true,true,true,false,"[6, 7, 8]",{},false,17,,{},planschbecken_leckerlisuche,7,,"{""Sinkende Leckerlis (z.B. Möhre) ins Wasser werfen"",""Hund taucht mit Nase ab""}","Er meistert „Planschbecken-Leckerlisuche"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund planscht nur""}","[{""problem"": ""Hund planscht nur"", ""antwort"": ""Leckerlis zunächst am Rand ablegen""}]"
laub_schnueffeln,Laub-Schnüffeln,Großen Laubhaufen suchen.,training,faehrtensuche_mantrailing,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 3, ""sozial"": 0, ""erholung"": 1}",1,5,15,egal,"[3, 5]",false,true,true,true,false,"[9, 10, 11]",{},false,17,,{},laub_schnueffeln,7,,"{""Großen Laubhaufen suchen"",""Spielzeug darin verstecken""}","Er meistert „Laub-Schnüffeln"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund frisst Blätter""}","[{""problem"": ""Hund frisst Blätter"", ""antwort"": ""Bessere Leckerlis im Haufen verwenden""}]"
kuerbis_slalom,Kürbis-Slalom,Kürbisse als Pylonen aufstellen.,training,slalom_durch_die_beine,"{""koerperlich"": 2, ""kopfarbeit"": 1, ""nase"": 0, ""sozial"": 0, ""erholung"": 1}",1,5,15,egal,"[1, 3]",false,true,true,true,false,"[9, 10, 11]","{""kuerbisse""}",false,26,,{},kuerbis_slalom,7,,"{""Kürbisse als Pylonen aufstellen"",""Hund im Slalom durchführen""}","Er meistert „Kürbis-Slalom"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund will Kürbis markieren""}","[{""problem"": ""Hund will Kürbis markieren"", ""antwort"": ""Korrigieren und Aufmerksamkeit einfordern""}]"
kastanien_anzeige_zos,Kastanien-Anzeige (ZOS),Hund auf Kastaniengeruch konditionieren.,training,gegenstandsanzeige_zos,"{""koerperlich"": 1, ""kopfarbeit"": 2, ""nase"": 3, ""sozial"": 0, ""erholung"": 1}",1,5,15,draussen,"[1, 3]",false,true,true,true,false,"[9, 10, 11]",{},false,26,,{},kastanien_anzeige_zos,7,,"{""Hund auf Kastaniengeruch konditionieren"",""Kastanie im Wald suchen und anzeigen lassen""}","Er meistert „Kastanien-Anzeige (ZOS)"" sicher, auch im zweiten oder dritten Anlauf.","{""Hund nimmt Kastanie ins Maul (Verschluckungsgefahr!)""}","[{""problem"": ""Hund nimmt Kastanie ins Maul (Verschluckungsgefahr!)"", ""antwort"": ""Sofortiges 'Aus' trainieren""}]"
